Pickup Date,Pickup Day,Pickup Time,Pickup Location,Vehicle
10-07-2014,Thursday,9:58:00 AM,por el frente 150 W 225 St NYC,Prestige
10-07-2014,Thursday,9:58:00 AM,por el parqueo 150 W 225 St NYC,Skyline
10-07-2014,Thursday,9:59:00 AM," 1 North St Jerome, BX",First Class
10-07-2014,Thursday,9:59:00 AM," 100 Donizetti Pl Co-Op City, BX",Skyline
10-07-2014,Thursday,9:59:00 AM," 100 E Mosholu Pkwy S Fordham, BX",Skyline
10-07-2014,Thursday,9:59:00 AM," 100 Van Cortlandt Park S Kingsbridge, BX",American
10-07-2014,Thursday,9:59:00 AM," 1023 Longwood Ave Foxhurst, BX",First Class
10-07-2014,Thursday,9:59:00 AM,"6 fordham hill 2400 Sedgwick Ave Jerome, BX",American
10-07-2014,Thursday,9:59:00 AM,"ALFRENTE DE LA CORTE  NW E 158th St Cortlandt, BX",Diplo
10-07-2014,Thursday,9:59:00 AM,"dmv 696 E Fordham Rd Fordham, BX",First Class
10-07-2014,Thursday,9:59:00 AM,"pretty girl 203 E Fordham Rd Fordham, BX",Skyline
10-07-2014,Thursday,9:59:00 AM,"ROOM 17  SW Broadway Riverdale, BX",Skyline
10-07-2014,Thursday,9:59:00 AM,salida por beak st 91 Payson Ave NYC,First Class
10-07-2014,Thursday,9:59:00 AM,"starbucks coffee ne   Johnson Ave Kingsbridge, BX",American
10-07-2014,Thursday,10:00:00 AM,Village Care Assisted Living 510 W 46 St New York,First Class
10-08-2014,Sunday,10:00:00 AM,  41 W 112 St NYC,Skyline
10-08-2014,Sunday,10:00:00 AM,  506 W 135 St NYC,Skyline
10-08-2014,Sunday,10:00:00 AM,  60 Haven Ave NYC,Skyline
10-08-2014,Sunday,10:00:00 AM,  607 W 190 St NYC,First Class
10-08-2014,Sunday,10:00:00 AM," 100 Van Cortlandt Park S Kingsbridge, BX",Skyline
10-08-2014,Sunday,10:00:00 AM," 1006 University Ave High Bridge, BX",Skyline
10-08-2014,Sunday,10:00:00 AM," 1015 Intervale Ave Foxhurst, BX",Diplo
10-08-2014,Sunday,10:00:00 AM,"5 FORDHAM HI1 fha 2400 Sedgwick Ave Jerome, BX",Skyline
10-08-2014,Sunday,10:00:00 AM,"5 FORDHAM HI1 fha 2400 Sedgwick Ave Jerome, BX",Diplo
10-08-2014,Sunday,10:00:00 AM,55 Liberty St NYC,Skyline
10-08-2014,Sunday,10:00:00 AM,55 Liberty St NYC,Skyline
10-08-2014,Sunday,10:00:00 AM,55 LIBERTY ST NYC,Prestige
10-08-2014,Sunday,10:00:00 AM,55 Liberty St NYC,Prestige
10-08-2014,Sunday,10:00:00 AM,55 W 14 ST NYC,Skyline
10-08-2014,Sunday,10:00:00 AM,55 W 44 ST NYC,First Class
10-08-2014,Sunday,10:00:00 AM,55 W 92 St NYC,First Class
10-08-2014,Sunday,10:00:00 AM,55 Water St NYC,First Class
10-08-2014,Sunday,10:00:00 AM,55 WATER ST NYC,First Class
10-08-2014,Sunday,10:00:00 AM,55 West 44th Street New York,Diplo
10-08-2014,Sunday,10:00:00 AM,55 West End Ave Nyc,American
10-08-2014,Sunday,10:00:00 AM,550 W 157 St Nyc,Prestige
10-08-2014,Sunday,10:00:00 AM,550 W 45 St Nyc,Skyline
10-08-2014,Sunday,10:00:00 AM,550J Grand St Nyc,Skyline
10-08-2014,Sunday,10:00:00 AM,552 E 87 ST NYC,Diplo
10-08-2014,Sunday,10:00:00 AM,552 E 87 ST NYC,Diplo
10-08-2014,Sunday,10:00:00 AM,552 E 87 ST NYC,Prestige
10-08-2014,Sunday,10:00:00 AM,552 E 87 ST NYC,First Class
10-08-2014,Sunday,10:00:00 AM,"555 GOTHAM PARKWAY Carlstadt, NJ",Skyline
10-08-2014,Sunday,10:00:00 AM,"555 Salisbury Park Drive East Meadow, LI",Prestige
10-08-2014,Sunday,10:00:00 AM,555 W 53 St NYC,Skyline
10-08-2014,Sunday,10:00:00 AM,555 W 53 St NYC,Skyline
10-08-2014,Sunday,10:00:00 AM,555 W 53 St Nyc,Skyline
10-08-2014,Sunday,10:00:00 AM,555 W 59 St Nyc,Skyline
10-08-2014,Sunday,10:00:00 AM,"5-5H FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",First Class
10-08-2014,Sunday,10:00:00 AM,"credic card 215 E 164th St Morrisania, BX",First Class
10-08-2014,Sunday,10:00:00 AM,JFK DL DL782,First Class
10-08-2014,Sunday,10:00:00 AM,salida 133rd st  95 Old Broadway NYC,First Class
10-08-2014,Sunday,10:00:00 AM,"tracey towers 40 W Mosholu Pkwy S Jerome, BX",First Class
10-08-2014,Sunday,10:00:00 AM,Village Care Assisted Living 510 W 46 St New York,Prestige
10-08-2014,Sunday,10:00:00 AM,"WEBTER 530 E 234th St Woodlawn, BX",Skyline
10-08-2014,Sunday,10:01:00 AM," 100 Aldrich St Co-Op City, BX",First Class
10-08-2014,Sunday,10:01:00 AM, 100 Casals Pl Bronx,Skyline
10-08-2014,Sunday,10:01:00 AM," 100 E Mosholu Pkwy S Fordham, BX",Skyline
10-08-2014,Sunday,10:01:00 AM,"5 FORDHAM HI1 fha 2400 Sedgwick Ave Jerome, BX",Skyline
10-08-2014,Sunday,10:01:00 AM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline
10-08-2014,Sunday,10:01:00 AM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Prestige
10-08-2014,Sunday,10:01:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
10-08-2014,Sunday,10:01:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
10-08-2014,Sunday,10:01:00 AM,"niÒo 2259 Creston Ave Morris Heights, BX",Skyline
10-08-2014,Sunday,10:01:00 AM,rg car 70 Park Ter E NYC,Diplo
10-08-2014,Sunday,10:02:00 AM," 100 Carver Lp Co-Op City, BX",Prestige
10-08-2014,Sunday,10:02:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Skyline
10-08-2014,Sunday,10:02:00 AM,"9 fordham hill-lincoln town car 1194 Sherman Ave Morrisania, BX",Diplo
10-08-2014,Sunday,10:02:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Diplo
10-08-2014,Sunday,10:02:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Prestige
10-08-2014,Sunday,10:02:00 AM,"corner se  Burke Ave Williamsbridge, BX",Prestige
10-08-2014,Sunday,10:02:00 AM,por academy st 4841 Broadway NYC,First Class
10-08-2014,Sunday,10:02:00 AM,por el FRENTE 150 W 225th St NYC,First Class
10-08-2014,Sunday,10:02:00 AM,"sale por bedford 3130 Grand Concourse Fordham, BX",Carmel
10-08-2014,Sunday,10:02:00 AM,"tren  sw Broadway Riverdale, BX",Prestige
10-08-2014,Sunday,10:03:00 AM," 1 Gabriel Dr Baychester, BX",Carmel
10-08-2014,Sunday,10:03:00 AM," 1 Halleck St Parkchester, BX",Prestige
10-08-2014,Sunday,10:03:00 AM, 1011 Castle Hill Ave Bronx,Diplo
10-08-2014,Sunday,10:03:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",First Class
10-08-2014,Sunday,10:03:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",First Class
10-08-2014,Sunday,10:03:00 AM,"5 FHO 2400 Sedgwick Ave Jerome, BX",Skyline
10-08-2014,Sunday,10:03:00 AM,"5 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Carmel
10-08-2014,Sunday,10:03:00 AM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige
10-08-2014,Sunday,10:03:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Carmel
10-08-2014,Sunday,10:03:00 AM,"main gate 2400 Sedgwick Ave Jerome, BX",Diplo
10-08-2014,Sunday,10:03:00 AM,"salida por webster av 400 E Fordham Rd Fordham, BX",Skyline
10-08-2014,Sunday,10:03:00 AM,st. barnabas hospital 4482 3rd Ave Bronx,Carmel
10-08-2014,Sunday,10:03:00 AM,stop shop nw broadway 234 stop shop Bronx,American
10-08-2014,Sunday,10:03:00 AM,taget parqueo  ARRIBA NW Broadway Bronx,Diplo
10-08-2014,Sunday,10:03:00 AM,twin dounuts nw Broadway NYC,Carmel
10-08-2014,Sunday,10:04:00 AM," 100 de Kruif Pl Co-Op City, BX",Skyline
10-08-2014,Sunday,10:04:00 AM,"9 fordham hill 2400 Sedgwick Ave Jerome, BX",Carmel
10-08-2014,Sunday,10:04:00 AM,JFK B6 ,Skyline
10-08-2014,Sunday,10:04:00 AM,"marshall 2501 Grand Concourse Fordham, BX",American
10-08-2014,Sunday,10:04:00 AM,"met suprmarket nw Bainbridge Ave Fordham, BX",Carmel
10-08-2014,Sunday,10:04:00 AM,"tennis court 725 Exterior St Cortlandt, BX",Skyline
10-08-2014,Sunday,10:05:00 AM," 1 Gabriel Dr Baychester, BX",Carmel
10-08-2014,Sunday,10:05:00 AM," 100 Aldrich St Co-Op City, BX",Skyline
10-08-2014,Sunday,10:05:00 AM," 1000 Trinity Ave Morrisania, BX",American
10-08-2014,Sunday,10:05:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Skyline
10-08-2014,Sunday,10:05:00 AM,"5 FORDHAM HI1 fha 2400- Sedgwick Ave Jerome, BX",First Class
10-08-2014,Sunday,10:05:00 AM,550 1 Ave Nyc,Skyline
10-08-2014,Sunday,10:05:00 AM,550 West 54th Street New York,First Class
10-08-2014,Sunday,10:05:00 AM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo
10-08-2014,Sunday,10:05:00 AM,rg car 70 Park Ter E NYC,First Class
10-08-2014,Sunday,10:05:00 AM,salida x 217 75 Park Ter W NYC,First Class
10-08-2014,Sunday,10:06:00 AM," 100 Aldrich St Co-Op City, BX",First Class
10-08-2014,Sunday,10:06:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Skyline
10-08-2014,Sunday,10:06:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",American
10-08-2014,Sunday,10:06:00 AM,"5 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",First Class
10-08-2014,Sunday,10:06:00 AM,"5-3A FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo
10-08-2014,Sunday,10:06:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",First Class
10-08-2014,Sunday,10:06:00 AM,"credit card 1520 Sedgwick Ave Morris Heights, BX",Diplo
10-08-2014,Sunday,10:06:00 AM,por parkeo 156-20 Riverside Dr NYC,First Class
10-08-2014,Sunday,10:06:00 AM,"por riverdale ave, parqueo 2750 Johnson Ave Kingsbridge, BX",First Class
10-08-2014,Sunday,10:06:00 AM,prueeeeba 268 W Fordham Rd Bronx,First Class
10-08-2014,Sunday,10:06:00 AM,slim jim 52 Arden St NYC,First Class
10-08-2014,Sunday,10:06:00 AM,SQUINA NW W 181 St NYC,Diplo
10-08-2014,Sunday,10:06:00 AM,towncar// credit card 261 Seaman Ave NYC,Prestige
10-08-2014,Sunday,10:07:00 AM," 100 Alcott Pl Co-Op City, BX",Skyline
10-08-2014,Sunday,10:07:00 AM," 100 Alcott Pl Co-Op City, BX",First Class
10-08-2014,Sunday,10:07:00 AM," 100 Elgar Pl Co-Op City, BX",Diplo
10-08-2014,Sunday,10:07:00 AM," 100 W Mosholu Pkwy S Jerome, BX",First Class
10-08-2014,Sunday,10:07:00 AM," 1015 Leggett Ave South Bronx, BX",Diplo
10-08-2014,Sunday,10:07:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Carmel
10-08-2014,Sunday,10:07:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Diplo
10-08-2014,Sunday,10:07:00 AM,"credic card 1750 Grand Ave Morris Heights, BX",First Class
10-08-2014,Sunday,10:07:00 AM,"friendldy motel 1119 E Gun Hill Rd Baychester, BX",Skyline
10-08-2014,Sunday,10:07:00 AM,"pizza 80 W Fordham Rd Jerome, BX",Skyline
10-08-2014,Sunday,10:07:00 AM,"por el parqueo 150 W 225th St Kingsbridge, BX",Skyline
10-08-2014,Sunday,10:07:00 AM,"tennis court 725 Exterior St Cortlandt, BX",Diplo
10-08-2014,Sunday,10:08:00 AM," 100 de Kruif Pl Co-Op City, BX",American
10-08-2014,Sunday,10:08:00 AM," 1001 White Plains Rd Soundview, BX",Prestige
10-08-2014,Sunday,10:08:00 AM," 1041 Hall Pl Foxhurst, BX",Diplo
10-08-2014,Sunday,10:08:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Carmel
10-08-2014,Sunday,10:08:00 AM,"niÒa 2314 Crotona Ave Fordham, BX",First Class
10-08-2014,Sunday,10:08:00 AM,"por atras  150 W 225th St Kingsbridge, BX",Diplo
10-08-2014,Sunday,10:08:00 AM,"por quemby 2045 Story Ave Clason Point, BX",Skyline
10-08-2014,Sunday,10:08:00 AM,RG CAR 150 Pinehurst Ave NYC,Skyline
10-08-2014,Sunday,10:08:00 AM,salida 215 st 55 Park Ter E NYC,First Class
10-08-2014,Sunday,10:08:00 AM,"target nw Exterior St Kingsbridge, BX",Carmel
10-08-2014,Sunday,10:09:00 AM," 1 Gabriel Dr Baychester, BX",Skyline
10-08-2014,Sunday,10:09:00 AM," 100 Aldrich St Co-Op City, BX",First Class
10-08-2014,Sunday,10:09:00 AM, 100 Casals Pl Bronx,First Class
10-08-2014,Sunday,10:09:00 AM," 100 Elgar Pl Co-Op City, BX",Skyline
10-08-2014,Sunday,10:09:00 AM, 1000 Baychester Ave Bronx,First Class
10-08-2014,Sunday,10:09:00 AM,"7 fordham hill oval 2400 Sedgwick Ave Jerome, BX",Carmel
10-08-2014,Sunday,10:09:00 AM,"7 fordham hill oval 2400 Sedgwick Ave Jerome, BX",Skyline
10-08-2014,Sunday,10:09:00 AM,"9 fordham hill fha #9 2400 Sedgwick Ave Jerome, BX",Carmel
10-08-2014,Sunday,10:09:00 AM,"9 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class
10-08-2014,Sunday,10:09:00 AM,restaurant 600 W 218 St NYC,Carmel
10-08-2014,Sunday,10:09:00 AM,salida 215 st 55 Park Ter E NYC,Skyline
10-08-2014,Sunday,10:09:00 AM,salida por beak st 91 Payson Ave NYC,Diplo
10-08-2014,Sunday,10:10:00 AM," 100 Benchley Pl Co-Op City, BX",American
10-08-2014,Sunday,10:10:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Carmel
10-08-2014,Sunday,10:10:00 AM,55 W 26 St NYC,Carmel
10-08-2014,Sunday,10:10:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Carmel
10-08-2014,Sunday,10:10:00 AM,"food bazar supermarket nw St Pauls Pl Morrisania, BX",Prestige
10-08-2014,Sunday,10:10:00 AM,"main gate 2400 Sedgwick Ave Jerome, BX",Diplo
10-08-2014,Sunday,10:10:00 AM,"personalpersonal 1926 Walton Ave Morris Heights, BX",First Class
10-08-2014,Sunday,10:10:00 AM,"por riverdale ave, parqueo 2750 Johnson Ave Kingsbridge, BX",First Class
10-08-2014,Sunday,10:11:00 AM," 1015 Intervale Ave Foxhurst, BX",First Class
10-08-2014,Sunday,10:11:00 AM,"5 FORDHAM HI1 fha 2400 Sedgwick Ave Jerome, BX",First Class
10-08-2014,Sunday,10:11:00 AM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo
10-08-2014,Sunday,10:11:00 AM,"5-3A FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Carmel
10-08-2014,Sunday,10:11:00 AM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Prestige
10-08-2014,Sunday,10:11:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",First Class
10-08-2014,Sunday,10:11:00 AM,rest secil nw Sherman Ave NYC,First Class
10-09-2014,Wednesday,10:11:00 AM,"6 Fordham Hill Oval, Bronx, NY 10468 6 Fordham Hill Oval Bronx",Skyline
10-09-2014,Wednesday,10:12:00 AM," 100 W Mosholu Pkwy S Jerome, BX",Skyline
10-09-2014,Wednesday,10:12:00 AM,"Back Gate 2400 Sedgwick Ave Jerome, BX",American
10-09-2014,Wednesday,10:12:00 AM,"BASE 170 W Fordham Rd Jerome, BX",First Class
10-09-2014,Wednesday,10:12:00 AM,"que la espere en el security booth 40 Richman Plz Morris Heights, BX",First Class
10-09-2014,Wednesday,10:12:00 AM,towncar// credit card 261 Seaman Ave NYC,Diplo
10-09-2014,Wednesday,10:13:00 AM,"  E 162nd St Cortlandt, BX",First Class
10-09-2014,Wednesday,10:13:00 AM," 1000 Teller Ave Morrisania, BX",Skyline
10-09-2014,Wednesday,10:13:00 AM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:13:00 AM,"6 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo
10-09-2014,Wednesday,10:13:00 AM,"7 FHA 2400 Sedgwick Ave Jerome, BX",Diplo
10-09-2014,Wednesday,10:13:00 AM,"7 fordham hill oval 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:13:00 AM,"8 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",Diplo
10-09-2014,Wednesday,10:13:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:13:00 AM,"allen pavilion  nw Broadway Morris Heights, BX",Diplo
10-09-2014,Wednesday,10:13:00 AM,"degan motel 3600 Bailey Ave Kingsbridge, BX",Diplo
10-09-2014,Wednesday,10:13:00 AM,disciplina 268 W Fordham Rd Bronx,First Class
10-09-2014,Wednesday,10:13:00 AM,"HOTELL 1440 Sheridan Expy Foxhurst, BX",Skyline
10-09-2014,Wednesday,10:13:00 AM,"LA GASOLINERA NE Washington Ave Morrisania, BX",First Class
10-09-2014,Wednesday,10:13:00 AM,"METRO PCS 2 W Fordham Rd Jerome, BX",Diplo
10-09-2014,Wednesday,10:13:00 AM,"prueba 268 W Fordham Rd Jerome, BX",Diplo
10-09-2014,Wednesday,10:13:00 AM,"prueba 268 W Fordham Rd Jerome, BX",Diplo
10-09-2014,Wednesday,10:13:00 AM,que hable ingles 571 Academy St NYC,Skyline
10-09-2014,Wednesday,10:13:00 AM,salida 212 st 4996 Broadway NYC,Skyline
10-09-2014,Wednesday,10:13:00 AM,"target nw E 225th St Cortlandt, BX",American
10-09-2014,Wednesday,10:13:00 AM,tow car 30 Ellwood St NYC,First Class
10-09-2014,Wednesday,10:14:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",First Class
10-09-2014,Wednesday,10:14:00 AM,"BASE 170 W Fordham Rd Jerome, BX",American
10-09-2014,Wednesday,10:14:00 AM,"food bazar supermarket nw St Pauls Pl Morrisania, BX",Diplo
10-09-2014,Wednesday,10:14:00 AM,rg car 55 Nagle Ave NYC,Carmel
10-09-2014,Wednesday,10:14:00 AM,Suite 505 1695 Eastchester Rd Bronx,Skyline
10-09-2014,Wednesday,10:14:00 AM,suv con los asiento bajado 55 Cooper St NYC,Skyline
10-09-2014,Wednesday,10:14:00 AM,"T MOBILL 90 E Burnside Ave Morris Heights, BX",Skyline
10-09-2014,Wednesday,10:14:00 AM,"tracy towers 40 W Mosholu Pkwy S Jerome, BX",Diplo
10-09-2014,Wednesday,10:15:00 AM,  60 Haven Ave NYC,First Class
10-09-2014,Wednesday,10:15:00 AM,"5 16 a fha  2400 Sedgwick Ave Jerome, BX",Carmel
10-09-2014,Wednesday,10:15:00 AM,"5 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Diplo
10-09-2014,Wednesday,10:15:00 AM,55 Perry St Nyc,First Class
10-09-2014,Wednesday,10:15:00 AM,55 W 14 St Nyc,First Class
10-09-2014,Wednesday,10:15:00 AM,55 WATER ST NYC,First Class
10-09-2014,Wednesday,10:15:00 AM,55 Water Street New York,Skyline
10-09-2014,Wednesday,10:15:00 AM,55 White St Nyc,Skyline
10-09-2014,Wednesday,10:15:00 AM,550 1 Ave Nyc,Skyline
10-09-2014,Wednesday,10:15:00 AM,550 1 Ave Nyc,First Class
10-09-2014,Wednesday,10:15:00 AM,550 Madison Ave Nyc,First Class
10-09-2014,Wednesday,10:15:00 AM,"550 Rockaway Pky Brownsville, BK",First Class
10-09-2014,Wednesday,10:15:00 AM,550 W 125 St Nyc,Skyline
10-09-2014,Wednesday,10:15:00 AM,550 W 45th St New York,Skyline
10-09-2014,Wednesday,10:15:00 AM,550 W 54 St Nyc,Skyline
10-09-2014,Wednesday,10:15:00 AM,"5500 Fieldston Road Riverdale, BX",Diplo
10-09-2014,Wednesday,10:15:00 AM,555 E 78 St Nyc,American
10-09-2014,Wednesday,10:15:00 AM,555 Fort Washington Aven New York,Skyline
10-09-2014,Wednesday,10:15:00 AM,"5-8g fordham hill 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:15:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Diplo
10-09-2014,Wednesday,10:15:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Diplo
10-09-2014,Wednesday,10:15:00 AM,"delivery 392 E Tremont Ave Tremont, BX",Diplo
10-09-2014,Wednesday,10:15:00 AM,por academy st 4841 Broadway NYC,Skyline
10-09-2014,Wednesday,10:15:00 AM,Room 710 1250 Waters Pl Bronx,Skyline
10-09-2014,Wednesday,10:15:00 AM,Sub Basement 5 E 98th St New York,First Class
10-09-2014,Wednesday,10:15:00 AM,towncar// credit card 261 Seaman Ave NYC,Prestige
10-09-2014,Wednesday,10:15:00 AM,Villa Hermosa 9-11 E 107th St New York,First Class
10-09-2014,Wednesday,10:15:00 AM,Village Care Assisted Living 510 W 46 St New York,First Class
10-09-2014,Wednesday,10:15:00 AM,Village Care Assisted Living 510 W 46 St New York,First Class
10-09-2014,Wednesday,10:15:00 AM,Village Care Assisted Living 510 W 46th St New York,Prestige
10-09-2014,Wednesday,10:16:00 AM,"  E 138th St Mott Haven, BX",Prestige
10-09-2014,Wednesday,10:16:00 AM," 100 Benchley Pl Co-Op City, BX",First Class
10-09-2014,Wednesday,10:16:00 AM," 100 Carver Lp Co-Op City, BX",First Class
10-09-2014,Wednesday,10:16:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",First Class
10-09-2014,Wednesday,10:16:00 AM,"7 fordham hill oval 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:16:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",First Class
10-09-2014,Wednesday,10:16:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:16:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:16:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",First Class
10-09-2014,Wednesday,10:16:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:16:00 AM,"corner nw Sedgwick Ave Kingsbridge, BX",Skyline
10-09-2014,Wednesday,10:16:00 AM,"mcdonalds ne Southern Blvd Westfarms, BX",Skyline
10-09-2014,Wednesday,10:16:00 AM,salida 212st 4996 Broadway NYC,Skyline
10-09-2014,Wednesday,10:16:00 AM,T MOBIL NW Broadway NYC,Skyline
10-09-2014,Wednesday,10:16:00 AM,"TRACY TOWERS 40 W Mosholu Pkwy S Jerome, BX",First Class
10-09-2014,Wednesday,10:16:00 AM,"tren  sw Broadway Riverdale, BX",First Class
10-09-2014,Wednesday,10:16:00 AM,twin dunut 500 W 218 St NYC,First Class
10-09-2014,Wednesday,10:17:00 AM,  E 139 St NYC,Skyline
10-09-2014,Wednesday,10:17:00 AM,"5 2G FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:17:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:17:00 AM,"7 FORDHAM HILL 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:17:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:17:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",First Class
10-09-2014,Wednesday,10:17:00 AM,"en la entrda 10 Richman Plz Morris Heights, BX",Skyline
10-09-2014,Wednesday,10:17:00 AM,"gate 4  2800 Goulden Ave Jerome, BX",Diplo
10-09-2014,Wednesday,10:17:00 AM,"maquina  2859 Sedgwick Ave Jerome, BX",Diplo
10-09-2014,Wednesday,10:17:00 AM,por el parqueo 150 W 225 St NYC,Diplo
10-09-2014,Wednesday,10:17:00 AM,recctoria d ela iglesia  nw Isham St NYC,First Class
10-09-2014,Wednesday,10:17:00 AM,starbuck nw   Broadway NYC,Diplo
10-09-2014,Wednesday,10:18:00 AM," 100 Benchley Pl Co-Op City, BX",Diplo
10-09-2014,Wednesday,10:18:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Diplo
10-09-2014,Wednesday,10:18:00 AM,"court house nw Grand Concourse Cortlandt, BX",Diplo
10-09-2014,Wednesday,10:18:00 AM,JFK B6 ,Skyline
10-09-2014,Wednesday,10:18:00 AM,"NUNAN PLAZA 135 W 168th St High Bridge, BX",Skyline
10-09-2014,Wednesday,10:18:00 AM,rg car 70 Park Ter E NYC,Skyline
10-09-2014,Wednesday,10:19:00 AM," 100 Dreiser Lp Co-Op City, BX",Carmel
10-09-2014,Wednesday,10:19:00 AM,"5 8C FORDHAM HILLfha#5 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:19:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Diplo
10-09-2014,Wednesday,10:19:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Diplo
10-09-2014,Wednesday,10:19:00 AM,Suite 811 5030 Broadway New York,Diplo
10-09-2014,Wednesday,10:19:00 AM,"tracy towers 40 W Mosholu Pkwy S Jerome, BX",Diplo
10-09-2014,Wednesday,10:20:00 AM," 100 Erdman Pl Co-Op City, BX",Skyline
10-09-2014,Wednesday,10:20:00 AM," 1000 Trinity Ave Morrisania, BX",Diplo
10-09-2014,Wednesday,10:20:00 AM," 1038 Rev James A Polite Ave Foxhurst, BX",Diplo
10-09-2014,Wednesday,10:20:00 AM,"5 FORDHAM HILL OVAL 2400 Sedgwick Ave Jerome, BX",First Class
10-09-2014,Wednesday,10:20:00 AM,550 1 Ave Nyc,American
10-09-2014,Wednesday,10:20:00 AM,550 W 54 St Nyc,Prestige
10-09-2014,Wednesday,10:20:00 AM,"8 f h a 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:20:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Carmel
10-09-2014,Wednesday,10:20:00 AM,"9 ford  hill 2400 Sedgwick Ave Jerome, BX",Skyline
10-09-2014,Wednesday,10:20:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Carmel
10-09-2014,Wednesday,10:20:00 AM,"BASE 170 W Fordham Rd Jerome, BX",Skyline
10-09-2014,Wednesday,10:20:00 AM,corner se E 103 St NYC,First Class
10-09-2014,Wednesday,10:20:00 AM,"pay-o-matic nw 3rd Ave Tremont, BX",American
10-09-2014,Wednesday,10:20:00 AM,"prueba 268 W Fordham Rd Jerome, BX",First Class
